etiqueta;acumulado;frame;tiempo;
peaton;1.0;3003.0;6.75
peaton;2.0;3158.71111111;7.1
peaton;3.0;3358.91111111;7.55
peaton;4.0;4693.57777778;10.55
peaton;5.0;5138.46666667;11.55
peaton;6.0;5805.8;13.05
peaton;7.0;6117.22222222;13.75
peaton;8.0;7763.31111111;17.45
peaton;9.0;7852.28888889;17.65
peaton;10.0;7919.02222222;17.8
peaton;11.0;8831.04444444;19.85
peaton;12.0;10299.1777778;23.15
peaton;13.0;11211.2;25.2
peaton;14.0;11900.7777778;26.75
peaton;15.0;12212.2;27.45
peaton;16.0;12545.8666667;28.2
peaton;17.0;13391.1555556;30.1
peaton;18.0;13546.8666667;30.45
peaton;19.0;14436.6444444;32.45
peaton;20.0;14748.0666667;33.15
peaton;21.0;14970.5111111;33.65
peaton;22.0;15059.4888889;33.85
peaton;23.0;15281.9333333;34.35
peaton;24.0;15882.5333333;35.7
peaton;25.0;18173.7111111;40.85
peaton;26.0;18240.4444444;41.0
ciclista;1.0;18485.1333333;41.55
peaton;27.0;19775.3111111;44.45
peaton;28.0;19819.8;44.55
peaton;29.0;19953.2666667;44.85
peaton;30.0;22711.5777778;51.05
peaton;31.0;22800.5555556;51.25
peaton;32.0;23200.9555556;52.15
peaton;33.0;23467.8888889;52.75
peaton;34.0;24313.1777778;54.65
peaton;35.0;27271.6888889;61.3
peaton;36.0;29340.4222222;65.95
peaton;37.0;29674.0888889;66.7
peaton;38.0;29807.5555556;67.0
peaton;39.0;29852.0444444;67.1
peaton;40.0;31164.4666667;70.05
peaton;41.0;31208.9555556;70.15
peaton;42.0;31720.5777778;71.3
peaton;43.0;31809.5555556;71.5
peaton;44.0;33255.4444444;74.75
peaton;45.0;33477.8888889;75.25
peaton;46.0;33611.3555556;75.55
peaton;47.0;33833.8;76.05
peaton;48.0;33878.2888889;76.15
peaton;49.0;33922.7777778;76.25
peaton;50.0;34567.8666667;77.7
peaton;51.0;35413.1555556;79.6
peaton;52.0;35479.8888889;79.75
peaton;53.0;35858.0444444;80.6
peaton;54.0;36681.0888889;82.45
peaton;55.0;37615.3555556;84.55
peaton;56.0;38727.5777778;87.05
ciclista;2.0;39595.1111111;89.0
peaton;57.0;40306.9333333;90.6
peaton;58.0;40573.8666667;91.2
ciclista;3.0;40907.5333333;91.95
peaton;59.0;41663.8444444;93.65
peaton;60.0;43532.3777778;97.85
peaton;61.0;44110.7333333;99.15
peaton;62.0;44221.9555556;99.4
ciclista;4.0;44310.9333333;99.6
peaton;63.0;48581.8666667;109.2
peaton;64.0;48782.0666667;109.65
peaton;65.0;50472.6444444;113.45
peaton;66.0;50917.5333333;114.45
peaton;67.0;50917.5333333;114.45
peaton;68.0;51028.7555556;114.7
peaton;69.0;51273.4444444;115.25
peaton;70.0;52407.9111111;117.8
peaton;71.0;52852.8;118.8
peaton;72.0;53920.5333333;121.2
peaton;73.0;54098.4888889;121.6
peaton;74.0;54521.1333333;122.55
peaton;75.0;54632.3555556;122.8
peaton;76.0;55410.9111111;124.55
peaton;77.0;56523.1333333;127.05
peaton;78.0;56523.1333333;127.05
peaton;79.0;57012.5111111;128.15
peaton;80.0;57390.6666667;129.0
peaton;81.0;57679.8444444;129.65
peaton;82.0;58324.9333333;131.1
peaton;83.0;59437.1555556;133.6
peaton;84.0;59948.7777778;134.75
peaton;85.0;59948.7777778;134.75
peaton;86.0;60816.3111111;136.7
peaton;87.0;61105.4888889;137.35
peaton;88.0;61483.6444444;138.2
peaton;89.0;61706.0888889;138.7
peaton;90.0;62751.5777778;141.05
ciclista;5.0;62974.0222222;141.55
peaton;91.0;63975.0222222;143.8
peaton;92.0;64419.9111111;144.8
peaton;93.0;65509.8888889;147.25
peaton;94.0;66110.4888889;148.6
